"","baseMean","log2FoldChange","lfcSE","stat","pvalue","padj"
"WAC-AS1",352.935240934327,-0.00488751342498407,0.160848375197102,-0.0303858426856656,0.97575933554348,1
"WAPL",1574.9501852744,-0.0280943904552323,0.185664441605105,-0.151318099536728,0.879724792311637,1
"WARS",3939.16327288877,-0.00755010142913502,0.0647746575287962,-0.116559495907463,0.907209136448485,1
"WARS2",249.325498056232,0.110259691815383,0.182302901581551,0.604815890799519,0.545301333865868,1
"WARS2-IT1",0.482713837032807,0.700288022052172,2.60538577688241,0.268784772015656,0.788095312428293,1
"WARSP1",0.0703007426825163,0.266651904176848,5.9947557501466,0.0444808621552807,0.964521106664275,1
"WAS",11.8884903131988,-0.142245590186352,0.525276970465709,-0.270801116714174,0.786544000945865,1
"WASF1",228.167849432268,-0.0639230022489221,0.16471562402651,-0.388080988835851,0.697956100304734,1
"WASF2",2703.18257740601,-0.00526939559670471,0.176016914617657,-0.0299368706021855,0.976117400529878,1
"WASF3",78.0005548590694,-0.155301338766389,0.324046515463804,-0.47925631461924,0.631756296066738,1
"WASF4P",25.2410687574198,0.148683991707659,0.394862706795527,0.376546047901791,0.706510988784669,1
"WASH1",829.417404328169,0.11594167838968,0.21874333255321,0.530035256555656,0.596087486398519,1
"WASH2P",181.714278765833,0.0933034722363355,0.522866744046916,0.178445987048592,0.85837273637052,1
"WASH3P",434.747765400303,0.187417376495756,0.580621390696614,0.322787584988726,0.746856115896085,1
"WASH4P",60.2911399996752,0.260479909464441,0.366554737026272,0.710616677819039,0.477321805309987,1
"WASH5P",2.13913323060576,1.74230762712662,5.21163108612557,0.334311388955561,0.738144597226983,1
"WASH6P_1",83.1076087210459,-0.109606880033466,0.212255760182199,-0.516390603201438,0.605581627458665,1
"WASH6P_2",81.2755317609105,0.0283992960122444,0.212041252621375,0.133932881744265,0.893455648650146,1
"WASH7P",857.196481808237,0.425321930069703,0.659172450336911,0.645236204656787,0.518774127457395,1
"WASIR1_1",0.0964484986850901,0,6.00582268712849,0,1,1
"WASIR1_2",0.0352928310331406,-0.379257810585587,5.98090436898856,-0.0634114487019835,0.949438870854028,1
"WASIR2",0.497358606352722,0.0247374122071549,2.1634863855026,0.0114340503240136,0.990877146562645,1
"WASL",842.132043055795,0.0208521896728617,0.131365765675149,0.158733819010552,0.873878592253793,1
"WBP1",306.783203266715,0.0460700951753649,0.337697592655756,0.136424114880582,0.891486010976867,1
"WBP11",2297.44734560655,0.0114252832228927,0.146717109948389,0.0778728754056819,0.937929176162624,1
"WBP11P1",0.0509276126697452,0,6.00582268813099,0,1,1
"WBP1L",617.560099565544,-0.0301570619761497,0.123496145032611,-0.244194359007613,0.807080295708517,1
"WBP1LP2",4.65749818917316,0.107713001887474,0.961191453553193,0.112061963815113,0.910774275887671,1
"WBP2",920.548982929913,-0.00136663734376901,0.167560832277531,-0.00815606681581436,0.993492472359201,1
"WBP2P1",0.000901395894750119,0,5.94187181652478,0,1,1
"WBP4",389.797009637945,0.0809027419308477,0.170067937000843,0.475708374885776,0.634282153609358,1
"WBSCR17",0.0109499231377225,0,6.00582268830022,0,1,1
"WBSCR22",802.720570379019,-0.0483831646987884,0.211882101472914,-0.228349465870167,0.819374571989676,1
"WBSCR27",9.32812230766015,0.372939574062878,0.997194284318055,0.373988880529853,0.708412588959399,1
"WBSCR28",3.31671606654174,-1.01123864231688,0.86786698596227,-1.16520003488282,0.24393803152815,1
"WDCP",213.549145890633,0.0234376299636481,0.151427206496875,0.154778196770947,0.876996180506945,1
"WDFY1",775.720044458408,-0.120169216769314,0.133176478995844,-0.902330634323678,0.366881256875864,1
"WDFY2",318.533917794622,0.183752742017921,0.293114357048619,0.626897787839991,0.530726237451154,1
"WDFY3",601.713219447839,0.12270215638627,0.255476844794871,0.480286800491804,0.631023473263737,1
"WDFY3-AS2",11.0520760737256,-0.0546638647107679,0.528192455443528,-0.103492323957687,0.917572241377026,1
"WDFY4",0.0138907555118549,0,6.0058226881277,0,1,1
"WDHD1",1081.20452221349,-0.0774971179825586,0.098277591088354,-0.788553292000073,0.430373139435189,1
"WDPCP",53.2958072982082,0.262408696921902,0.309074488732962,0.849014417196437,0.395873269990638,1
"WDR1",2901.08725496041,-0.0684291661792565,0.103673635073825,-0.660044051995751,0.509225560371793,1
"WDR11",982.332567984934,0.069059566767884,0.166129886520121,0.415696225492334,0.677632303587345,1
"WDR11-AS1",2.24583339259097,-0.052777124674933,1.22492172894417,-0.0430861200579931,0.965632883614184,1
"WDR12",902.436427959792,0.171977582775275,0.236364899184718,0.727593578270163,0.466862412807075,1
"WDR13",459.720516843198,0.125474441429577,0.136380868601848,0.920029639904176,0.357557270438063,1
"WDR17",0.0305869370264315,-0.630658511882851,5.98388869695351,-0.105392754414689,0.916064165185272,1
"WDR18",691.115374552016,-0.0143601615228115,0.137872579097126,-0.10415531222271,0.917046096699709,1
"WDR19",177.992188117987,-0.0624265027653695,0.242641940537659,-0.257278286791812,0.796963953047788,1
"WDR20",415.950618020666,0.000353717967439317,0.112948852862987,0.003131664983516,0.997501296944312,1
"WDR24",250.732494319951,-0.229952838173147,0.129558451598274,-1.77489646824562,0.0759149835615222,1
"WDR25",110.437110413669,0.190466115503368,0.214470752913651,0.888075007504884,0.374500405341404,1
"WDR26",1618.08553797221,-0.0647271846698478,0.145606745124035,-0.444534246093545,0.656656374947342,1
"WDR27",206.887385314822,0.219239308533391,0.443675913809052,0.494142913125877,0.621205253010544,1
"WDR3",1339.8870575936,0.0216944275029494,0.152001517780169,0.142725071563593,0.886507315182238,1
"WDR31",103.575826569873,-0.027825439235847,0.190628436882934,-0.145966885585568,0.883947529865623,1
"WDR33",1114.38658392619,0.0452489196944435,0.135910358191731,0.332932090655003,0.739185545122733,1
