"","baseMean","log2FoldChange","lfcSE","stat","pvalue","padj"
"WASH7P",57.8710995856602,-0.576797280967799,0.389607108545761,-1.48045882201878,0.138750842124398,1
"LOC100996442",16.9152693060868,0.266572569013481,0.441145192722383,0.604273997339551,0.545661491122009,1
"SEPTIN14P18",0.161753342780066,1.09787826311043,6.00631008342227,0.182787476480881,0.854964775381138,1
"LOC729737",1.75479678345873,-0.616528729160269,1.41658541626413,-0.43522171136436,0.663401504711123,1
"LOC102725121",1.48807082638105,-0.184824452439365,1.77549571829656,-0.104097379979428,0.917092070037151,1
"WASH9P",67.6097703677906,0.108723056508256,0.421167276975177,0.258146970223101,0.796293482694012,1
"LOC107985721",0.0367566202430137,0,6.00631008342227,0,1,1
"RPL23AP21",2.77005245764656,-1.7225142342474,1.72426729132661,-0.998983303175776,0.317802779715686,1
"LOC112268260",4.91987718317351,-1.04863332949013,0.910819507662311,-1.15130749909116,0.249605753124363,1
"OR4F29",0.0393422400481373,0,6.00631008342227,0,1,1
"LOC100132287",1.39387608132196,-0.569607927986241,5.44694224431204,-0.104573887960911,0.916713935462853,1
"MTND1P23",94.654519705713,0.0670255490444316,0.535245888079028,0.125223846716475,0.900346338887569,1
"MTND2P28",412.888061899736,0.112783993732363,0.192358429929702,0.586322074751703,0.557659099394445,1
"MTCO1P12",104.855614762182,0.129796767413131,0.189510792639215,0.684904356134663,0.493404276978637,1
"MIR12136",5.31955826283684,-0.282001368354781,1.36507954372262,-0.206582370713543,0.836336029408748,1
"MTCO2P12",5.33197077338091,-0.0706642508987953,0.709523438389344,-0.0995939627578856,0.920666687016836,1
"MTATP8P1",0.717031299816429,0.740081309609819,2.08444201023122,0.355050083416677,0.722552071116995,1
"MTATP6P1",3358.45825225304,0.0151137617655514,0.0981209658053691,0.154031930296434,0.877584559274924,1
"MTCO3P12",4.19804257828439,-0.493787268908584,0.975898565024877,-0.505982165160779,0.612869169936266,1
"OR4F16",0.311855689878977,1.8647877235029,5.98546645359245,0.311552614647712,0.755380550908182,1
"SEPTIN14P14",0.525416976736449,-1.31160100600646,3.33650926806124,-0.393105758333049,0.69424137123866,1
"CICP3",0.0903131771000581,0,6.00631008342227,0,1,1
"LOC100133331",17.5175084875687,0.427394223079652,0.527445375392257,0.810309925955466,0.417762071942637,1
"LOC107984841",4.06256445643209,-0.926625184248018,1.22867417584399,-0.754166729036612,0.450749112929398,1
"LOC107984847",7.15258032451215,0.0276258876349007,0.763216629054466,0.0361966531954707,0.971125554605572,1
"LOC107984849",0.553838961498319,-1.84950572007638,2.73301454335111,-0.676727361212132,0.498578953091133,1
"LOC100288069",3.33847770426704,0.811552599256641,1.27788996539811,0.63507236243444,0.525381221295096,1
"LINC01409",4.5849495253086,-0.00748421768651176,0.827709336833051,-0.00904208440507338,0.992785558763782,1
"FAM87B",2.79995443186304,-0.352016530806018,0.970988612644888,-0.362534149445023,0.716952909061727,1
"LINC00115",4.14080880821592,-1.19755428532174,0.887584723997481,-1.34922813895245,0.177263699175634,1
"LINC01128",113.502529755167,-0.0183833197415403,0.176426997953354,-0.104197883287685,0.917012313721847,1
"LOC107984850",0.154082738817811,0,6.00631008342227,0,1,1
"LOC284600",11.6241967916091,-0.424714591376767,0.547988937152277,-0.775042272904034,0.438314680821339,1
"LINC02593",23.3815838562027,-0.435710302572515,0.398126755015615,-1.09440095920061,0.273779163443652,1
"LOC107985728",50.5182284628049,-0.10728578180257,0.306169023384665,-0.35041357422948,0.7260283406457,1
"SAMD11",142.845679683397,-0.387610483942344,0.37873278240677,-1.02344054158491,0.306099599074298,1
"NOC2L",464.731629108061,-0.210630291045384,0.172974838101051,-1.21769323999791,0.223340566900043,1
"KLHL17",53.8465055907112,-0.187258076603669,0.348229078659984,-0.537743939490218,0.590753839778751,1
"PLEKHN1",14.2187287661663,-0.568547027482374,0.631415444087385,-0.900432564338242,0.367890097523751,1
"PERM1",0.308202816040125,0.136099630648514,5.06040994739385,0.0268949812492181,0.97854349645395,1
"HES4",2.14016586337658,-3.05955750038455,1.57922440604308,-1.93737982308076,0.0526989311897232,1
"ISG15",49.8316848290212,-0.459556209340522,0.381577818265117,-1.20435776751893,0.228451327853456,1
"AGRN",509.763781755304,-0.379232109512134,0.299565518967809,-1.26594045542634,0.20553440114371,1
"LOC100288175",0.434267165691829,2.01872128624793,4.6746834828381,0.431841277309822,0.665856776840666,1
"C1orf159",29.5226443721936,-0.479494695065156,0.42577030534441,-1.12618162668082,0.260088648857081,1
"TNFRSF18",0.553919553783317,1.13547425815349,3.32733491550548,0.341256376946652,0.732910585010192,1
"TNFRSF4",0.214383791579296,-1.33805185482123,5.99244770106255,-0.223289700898678,0.823310042427148,1
"SDF4",1838.44317031649,-0.286581624196354,0.212835989662589,-1.34649043449218,0.178144403216485,1
"B3GALT6",240.868834815407,-0.242358837112568,0.195098598992274,-1.24223771141568,0.214148869544745,1
"C1QTNF12",4.40553526760738,-0.403389949890203,1.01567213361268,-0.397165518813017,0.691245407512382,1
"UBE2J2",283.166938542107,-0.105835914565912,0.147313750307951,-0.71843880387722,0.472486768000675,1
"LINC01786",7.97279953960981,-0.500072007329334,0.605711305997284,-0.825594639522176,0.409034076966006,1
"SCNN1D",12.9939620716559,-0.695386412171723,0.489301781078837,-1.42118103604385,0.155264136319467,1
"ACAP3",266.662532267476,-0.0884071574295165,0.253261634958956,-0.349074416438336,0.727033442669854,1
"PUSL1",64.4385944923214,-0.332056241584598,0.356080032669646,-0.932532608175377,0.35106134295266,1
"INTS11",326.327470472351,-0.3724381944028,0.234682672407181,-1.58698633598568,0.112515739355056,1
"CPTP",141.806450010437,-0.171814349530498,0.350234595191025,-0.490569326644578,0.623731085426184,1
"TAS1R3",3.6543864190578,-0.733651021312166,0.885736240110927,-0.828295138087932,0.40750337560436,1
"DVL1",315.977554378134,-0.293368497270279,0.31077004317507,-0.944005072924652,0.345167055949543,1
"MXRA8",4363.0728643367,-0.259789825761551,0.363768259618,-0.714162983967764,0.475126403044968,1
"AURKAIP1",255.943923240503,-0.272537422481132,0.233054706426176,-1.16941394001611,0.242236896117026,1
"NDUFB4P8",0.078807761617084,1.88873614062458,5.98433250513595,0.315613502258374,0.752295887845178,1
"CCNL2",950.688560043521,-0.138711696618051,0.154049097886509,-0.900438227299732,0.367887085043681,1
"MRPL20-AS1",61.3277078815144,-0.40708585417266,0.304395665766029,-1.33735759064836,0.181105940636243,1
"MRPL20",373.373640181261,0.0640350025883058,0.140929038774152,0.454377629658897,0.649557050608922,1
"RN7SL657P",1.64620675641341,1.69244918464766,1.20114856497984,1.40902568923776,0.158827572130801,1
"LOC107984868",0.576201359477717,-2.41387737266759,2.94272145324006,-0.820287414566477,0.412052279277304,1
"ANKRD65",11.5937705029686,-0.218048726331603,0.590556753579297,-0.369225692552044,0.711959506869902,1
"LOC105378585",0.777000871175442,-0.0966851967770129,2.09197866294406,-0.0462171046433844,0.963137209507936,1
"LINC01770",0.083422466174614,-0.825680426568146,6.00631008342227,-0.137468831129293,0.890660227974762,1
"LOC107985729",0.0605599760391063,0,6.00631008342227,0,1,1
"VWA1",22.4197786191021,-0.575087455115865,0.549028024294209,-1.04746466422211,0.294885321259185,1
"ATAD3C",1.77380684794027,1.11290313669862,1.31844193369797,0.844104778719487,0.398610857592971,1
"ATAD3B",125.065470787777,-0.192630399551523,0.229579826015675,-0.839056300784768,0.401437716685151,1
"ATAD3A",197.229017128927,-0.291541601658772,0.281991023084925,-1.03386837804042,0.301197699860798,1
"TMEM240",9.53769372592625,-0.320610343106214,0.536042061238589,-0.598106690294798,0.54976874645693,1
"SSU72",809.877667311016,-0.0125732838476329,0.100545984803885,-0.125050084020332,0.900483900178384,1
"FNDC10",60.1646601765418,-0.362434141807195,0.382693117510284,-0.947062085059463,0.343607143427603,1
"LOC105378586",0.344061197602327,-1.83359148988524,3.60331349449542,-0.508862604568355,0.610848533545127,1
"MIB2",206.387471835566,-0.363362480207815,0.254105754748899,-1.42996556912645,0.152726901290823,1
"MMP23B",1.40923790710237,-2.96017443825432,2.94237705834384,-1.00604864011565,0.314392172899079,1
"CDK11B",368.479462941844,0.0468808955900026,0.111304603261593,0.421194579705038,0.673613002035623,1
"SLC35E2B",875.018397765405,-0.0772008454747628,0.108957941157093,-0.708538034538082,0.478611201395371,1
"LOC100288379",1.71996135043362,-0.0104134482787808,1.6678875366182,-0.00624349546966158,0.995018443723872,1
"MMP23A",0.825933912926525,-0.904143048858481,2.21511307302894,-0.408170156127587,0.683148756799403,1
"CDK11A",180.04882393068,0.0246770261092811,0.176790128018628,0.139583733468878,0.888988893597935,1
"SLC35E2A",109.070669642511,-0.1716325864466,0.239121079387496,-0.717764351374766,0.472902597348512,1
"LOC100129381",11.8256453386289,0.0156649058403997,0.463109102648242,0.033825519193688,0.973016286212492,1
"LOC112268218",0.445050031765138,0.202897758137721,4.71566259669321,0.0430263518598639,0.96568052755411,1
"NADK",486.960191114016,-0.135031585987956,0.152808056883657,-0.883667973677359,0.376875473619988,1
